ID,Bucket,Title,Decision Type,Trigger Criteria,Requirement,Justification,Parent Decision IDs,Baseline Bundle ID,Rule Classification,Mapping Status,Mapping Rationale,Source Version,Source URL,Source Match
VCF-OPS-REQD-CFG-006,OPS,Network Insight,Required,derivedOpsNet=true,Deploy VCF Operations for Networks for traffic visibility and application discovery.,Provides deep packet inspection and micro-segmentation planning capabilities.,DEC-OPS-001; DEC-OPS-002,BL-OPS-001,DECISION_LED,MAPPED,"Activated by derivedOpsNet=true; governed by DEC-OPS-001, DEC-OPS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-007,OPS,Log Forwarding,Required,derivedLogs=true,Configure VCF Operations for Logs to ingest syslogs from all ESXi hosts vCenter instances and NSX Managers.,Guarantees full visibility into platform-level events across all workload domains.,DEC-OPS-001; DEC-OPS-002,BL-OPS-001,DECISION_LED,MAPPED,"Activated by derivedLogs=true; governed by DEC-OPS-001, DEC-OPS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-008,OPS,VCF Ops Sizing,Required,ALWAYS,Size the VCF Operations nodes to support the expected endpoint count (Large/Extra Large).,Prevents memory exhaustion and interface latency during complex data querying.,DEC-OPS-001; DEC-AVAIL-002,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-OPS-001, DEC-AVAIL-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-009,OPS,Cloud Proxy Deployment,Required,ALWAYS,Deploy VCF Operations Cloud Proxies in isolated or remote workload domains.,Optimizes WAN bandwidth and prevents telemetry loss during intermittent network disconnects.,DEC-OPS-001; DEC-OPS-002,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-OPS-001, DEC-OPS-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-010,OPS,Continuous Availability,Required,hldAvailabilityObjective=CONTINUOUS,Enable Continuous Availability (CA) spanning fault domains for VCF Operations if cross-site resilience is required.,Maintains monitoring capabilities even if an entire datacenter or site goes offline.,DEC-OPS-001; DEC-OPS-003; DEC-AVAIL-002,BL-OPS-001,DECISION_LED,MAPPED,"Activated by hldAvailabilityObjective=CONTINUOUS; governed by DEC-OPS-001, DEC-OPS-003, DEC-AVAIL-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-NET-REQD-CFG-001,OPS,VCF Ops for Networks Placement,Required,derivedOpsNet=true,Deploy VCF Operations for Networks (formerly vRNI) collector nodes in the target workload domains and the platform node in the management domain.,Distributes network telemetry collection while centralizing analytics.,DEC-OPS-001,BL-NET-001,DECISION_LED,MAPPED,Activated by derivedOpsNet=true; governed by DEC-OPS-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-for-networks-deployment-models.html,prefix:VCF-OPS-NET-
VCF-OPS-NET-REQD-CFG-002,OPS,VCF Ops for Networks Sizing,Required,derivedOpsNet=true,Size the VCF Operations for Networks nodes according to the projected flow count (Large or Extra Large).,Ensures the analytics engine does not drop packets or fail to process high-volume network flows.,DEC-OPS-001; DEC-AVAIL-002,BL-NET-001,DECISION_LED,MAPPED,"Activated by derivedOpsNet=true; governed by DEC-OPS-001, DEC-AVAIL-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-for-networks-deployment-models.html,prefix:VCF-OPS-NET-
VCF-OPS-LOGS-REQD-CFG-001,OPS,Dedicated Log Forwarding Architecture,Required,ALWAYS,"Implement intermediate log forwarding proxies for environments exceeding 10,000 events per second.",Prevents the primary Aria Logs cluster from being overwhelmed by massive telemetry spikes.,DEC-OPS-001; DEC-OPS-002,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-OPS-001, DEC-OPS-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-for-logs-deployment-models.html,prefix:VCF-OPS-LOGS-
VCF-VDEFEND-REQD-CFG-001,SEC,vDefend Lateral Security,Required,hldSecurityServices!=BASELINE,Enable vDefend Distributed Firewall for east-west traffic inspection.,Ensures zero-trust security architecture down to the individual VM vNIC.,DEC-SEC-001; DEC-NET-004,BL-SEC-001,DECISION_LED,MAPPED,vDefend lateral security when advanced security services are enabled.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vdefend-lateral-security.html,prefix:VCF-VDEFEND-
VCF-RR-REQD-CFG-001,SEC,Isolated Recovery Environment,Required,hldProtectionModel=CYBER_VAULT,"Deploy a dedicated, air-gapped workload domain (IRE) for forensic analysis and ransomware recovery.",Prevents malware from jumping back into production during the validation and cleaning phases.,DEC-SEC-001; DEC-PROT-001; DEC-PROT-002,BL-SEC-001,DECISION_LED,MAPPED,"Activated by hldProtectionModel=CYBER_VAULT; governed by DEC-SEC-001, DEC-PROT-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-ransomware-recovery.html,prefix:VCF-RR-
VCF-RR-REQD-CFG-002,SEC,Immutable Snapshots,Required,hldProtectionModel=CYBER_VAULT,"Configure vSAN storage policies with scheduled immutable, locked snapshots.",Ensures a clean baseline of data that cannot be encrypted or deleted by compromised admin accounts.,DEC-SEC-001; DEC-PROT-001; DEC-PROT-002,BL-SEC-001,DECISION_LED,MAPPED,"Activated by hldProtectionModel=CYBER_VAULT; governed by DEC-SEC-001, DEC-PROT-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-ransomware-recovery.html,prefix:VCF-RR-
VCF-RR-REQD-CFG-003,SEC,Recovery Overlay Isolation,Required,hldProtectionModel=CYBER_VAULT,Provision isolated NSX overlay networks in the IRE that do not route to the production WAN.,Allows VMs to be powered on for forensic inspection without IP conflicts or lateral infection.,DEC-SEC-001; DEC-PROT-001; DEC-PROT-002,BL-SEC-001,DECISION_LED,MAPPED,"Activated by hldProtectionModel=CYBER_VAULT; governed by DEC-SEC-001, DEC-PROT-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-ransomware-recovery.html,prefix:VCF-RR-
VCF-SEC-REQD-CFG-001,SEC,Distributed IDS/IPS,Required,"hldSecurityServices IN [IDS_IPS,FULL]",Enable signature-based Intrusion Detection/Prevention on the workload domain cluster.,Inspects east-west traffic for known vulnerabilities and exploits at the vNIC level.,DEC-SEC-001; DEC-NET-004,BL-SEC-001,DECISION_LED,MAPPED,Distributed IDS/IPS when security services are IDS_IPS or FULL.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-information-security-and-access-design-for-esxi.html,prefix:VCF-SEC-
VCF-SEC-REQD-CFG-002,SEC,Micro-segmentation,Required,"hldSecurityServices IN [MICROSEGMENTATION,FULL]",Enforce default-deny distributed firewall rules for all tenant application tiers.,Limits the blast radius of a compromised VM by restricting lateral movement.,DEC-SEC-001; DEC-NET-004,BL-SEC-001,DECISION_LED,MAPPED,Micro-segmentation when security services are MICROSEGMENTATION or FULL.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-information-security-and-access-design-for-esxi.html,prefix:VCF-SEC-
VCF-SEC-REQD-CFG-003,SEC,Malware Prevention,Required,hldSecurityServices=FULL,Deploy NSX Distributed Malware Prevention appliances per ESXi host in the target cluster.,Provides guest-introspection and real-time file scanning without traditional in-guest antivirus agents.,DEC-SEC-001; DEC-NET-004,BL-SEC-001,DECISION_LED,MAPPED,Malware Prevention included in FULL security services package.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-information-security-and-access-design-for-esxi.html,prefix:VCF-SEC-
VCF-SEC-REQD-CFG-004,SEC,Platform Security Baseline,Required,hldSecurityServices=BASELINE,"Apply the platform-native NSX/vSphere security baseline without distributed IDS/IPS, micro-segmentation, or malware-prevention overlays.",Captures the BASELINE advanced-security choice so the Architect dropdown always resolves to at least one Design ID.,DEC-SEC-001,BL-SEC-001,DECISION_LED,MAPPED,Activated when advanced security services remain Platform baseline.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-information-security-and-access-design-for-esxi.html,prefix:VCF-SEC-
VCF-VKS-REQD-CFG-001,VKS,vSphere Supervisor Enablement,Required,ALWAYS,Enable Workload Management (vSphere Supervisor) on the VI workload domain cluster.,Transforms the ESXi cluster into a native Kubernetes control plane for modern applications.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-002,VKS,Supervisor Load Balancer,Required,ALWAYS,Deploy NSX Advanced Load Balancer (Avi) for Supervisor control plane HA.,Provides enterprise-grade ingress routing and L4/L7 load balancing for Kubernetes workloads.,DEC-VKS-001; DEC-NET-004; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-NET-004, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-003,VKS,Control Plane IP Pool,Required,ALWAYS,Configure a dedicated IP pool for the Supervisor control plane nodes.,Ensures IP addresses are statically reserved and highly available for the K8s API server endpoints.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-004,VKS,Workload Ingress IP Pool,Required,ALWAYS,Configure a dedicated IP pool for Kubernetes workload services and ingress.,Allocates routable IP space for developer-deployed LoadBalancer services.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-005,VKS,Supervisor Storage Policy,Required,ALWAYS,Assign a vSAN storage policy specifically for Supervisor control plane VMs and ephemeral disks.,Ensures Kubernetes control plane nodes receive strict RAID-1 mirroring for maximum resilience.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003; DEC-STG-001; DEC-PROT-002,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,Required after VKS parent decisions activate this domain.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-006,VKS,Tanzu Kubernetes Grid,Required,ALWAYS,Deploy Tanzu Kubernetes Grid (TKG) guest clusters via the Supervisor API.,Enables multi-tenant conformant Kubernetes clusters isolated from the underlying vSphere control plane.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-007,VKS,Namespace Quotas,Required,ALWAYS,Apply CPU Memory and Storage quotas to vSphere Namespaces.,Prevents individual Kubernetes tenants from exhausting the resources of the underlying vSphere cluster.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-008,VKS,Content Library Sync,Required,ALWAYS,Create a subscribed content library to host TKG node operating system images.,Ensures the Supervisor can dynamically pull updated photon or Ubuntu images during cluster provisioning.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-009,VKS,VKS Network Overlay,Required,ALWAYS,Use NSX for the VKS networking overlay.,Provides deep integration for distributed firewalling and automated ingress directly to K8s pods.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-VKS-001, DEC-VKS-002, DEC-VKS-003 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-VKS-REQD-CFG-010,VKS,Supervisor Zonal Deployment,Required,hldVksTopology=ZONAL,Deploy the vSphere Supervisor across three vSphere Zones for maximum HA.,Allows the Kubernetes control plane to survive an entire rack or site failure without service disruption.,DEC-VKS-001; DEC-VKS-002; DEC-VKS-003,BL-SOL-001,DECISION_LED,MAPPED,"Activated by hldVksTopology=ZONAL; governed by DEC-VKS-001, DEC-VKS-002, DEC-VKS-003.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/self-service-iaas-deployment-models/vsphere-supervisor-control-plane-models.html,prefix:VCF-VKS-
VCF-STG-REQD-CFG-001,CORE,External Storage Integration,Required,hldStorageTopology=EXTERNAL,"Design external array connectivity, multipathing, and datastore presentation for all workload domains that consume array-backed primary storage (not hyperconverged).",EXTERNAL topology removes hyperconverged storage Design IDs; this captures the alternate primary-storage contract.,DEC-STG-001,BL-STG-001,DECISION_LED,MAPPED,Activated when primary storage topology is EXTERNAL.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-STG-
VCF-VSAN-REQD-CFG-001,VSAN,Raw Storage Capacity,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Provide sufficient raw capacity to meet the initial needs of the workload domain cluster.,Ensures that sufficient resources are present to create the workload domain cluster and host management VMs.,DEC-STG-001; DEC-AVAIL-002; DEC-STG-002; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-002,VSAN,Host Node Minimums,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Provide at least the required minimum number of hosts according to the cluster type.,Satisfies the minimum requirements for vSAN storage availability and fault tolerance.,DEC-STG-001; DEC-STG-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-003,VSAN,vSAN ESA Architecture,Required,hldStorageProto=VSAN_ESA,Use vSAN Express Storage Architecture (ESA) for high-performance clusters equipped with NVMe drives.,Delivers maximum NVMe throughput required for memory tiering and high-I/O payloads.,DEC-STG-001; DEC-STG-002,BL-STG-001,DECISION_LED,MAPPED,"Activated by hldStorageProto=VSAN_ESA; governed by DEC-STG-001, DEC-STG-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-004,VSAN,Default Storage Policy,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Assign the default vSAN storage policy with RAID-1 or RAID-5/6 failure tolerance.,Ensures data resilience for management components in the event of a single disk or host failure.,DEC-STG-001; DEC-STG-002; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-005,VSAN,Data-at-Rest Encryption,Required,"hldEncryptionScope IN [AT_REST,BOTH]",Enable vSAN Data-at-Rest Encryption for clusters hosting sensitive or compliance-bound data.,Provides cryptographic protection against physical drive theft or unauthorized hardware retirement.,DEC-STG-001; DEC-STG-002; DEC-STG-005,BL-STG-001,DECISION_LED,MAPPED,Data-at-rest encryption when encryption scope includes AT_REST or BOTH.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-015,VSAN,Data-in-Transit Encryption,Required,"hldEncryptionScope IN [IN_TRANSIT,BOTH]",Enable encryption for vSAN data-in-transit (and any required cluster network encryption settings) consistent with the chosen encryption scope.,In-transit encryption protects replication and cluster traffic independently from at-rest datastore encryption.,DEC-STG-001; DEC-STG-002; DEC-STG-005,BL-STG-001,DECISION_LED,MAPPED,Activated when encryption scope is IN_TRANSIT or BOTH.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-006,VSAN,Stretched Cluster Policy,Required,hldSiteTopology=STRETCHED,Add the following setting to the default vSAN storage policy: Site disaster tolerance = Site mirroring.,Provides the necessary protection for VMs in each availability zone with the ability to recover from a site outage.,DEC-STG-001; DEC-STG-002; DEC-AVAIL-001; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,"Activated by hldSiteTopology=STRETCHED; governed by DEC-STG-001, DEC-STG-002, DEC-AVAIL-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-007,VSAN,Stretched Fault Domains,Required,hldSiteTopology=STRETCHED,Configure two fault domains for vSAN stretched clusters (one for each availability zone).,Instructs the vSAN object manager to mirror data components physically across the inter-site WAN link.,DEC-STG-001; DEC-STG-002; DEC-AVAIL-001; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,"Activated by hldSiteTopology=STRETCHED; governed by DEC-STG-001, DEC-STG-002, DEC-AVAIL-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-008,VSAN,vSAN Witness Appliance,Required,hldSiteTopology=STRETCHED,Deploy the vSAN Witness Appliance in a third separate physical site.,Prevents split-brain scenarios during a complete failure of either primary availability zone.,DEC-STG-001; DEC-STG-002; DEC-AVAIL-001; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,"Activated by hldSiteTopology=STRETCHED; governed by DEC-STG-001, DEC-STG-002, DEC-AVAIL-001, DEC-PROT-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-009,VSAN,Slack Space Reservation,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Maintain at least 20% slack space across all vSAN datastores.,Provides sufficient overhead for snapshot processing policy reconfiguration and drive evacuations.,DEC-STG-001; DEC-STG-002; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-010,VSAN,Network Redundancy,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Provision two distinct physical uplinks for vSAN traffic on the Distributed Switch.,Ensures storage connectivity remains uninterrupted during top-of-rack switch maintenance.,DEC-STG-001; DEC-STG-002; DEC-NET-006,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-011,VSAN,Minimum vSAN Nodes,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]","A minimum valid vSAN HCI cluster is three nodes, all contributing to storage.",Satisfies quorum and minimum storage availability limits.,DEC-STG-001; DEC-STG-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-012,VSAN,Raw Capacity Initial Needs,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Provide sufficient raw capacity to meet the initial needs of the workload domain vSphere cluster.,Ensures enough space to bootstrap the workloads without immediate expansion.,DEC-STG-001; DEC-AVAIL-002; DEC-STG-002; DEC-PROT-002,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-013,VSAN,vLCM Image Management,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]; hldLifecycleStrategy IN [ROLLING,LIVE_PATCH]",Use vSphere Lifecycle Management (vLCM) image-based management for vSAN clusters.,Ensures consistent lifecycle tracking of firmware and drivers.,DEC-STG-001; DEC-LCM-001; DEC-STG-002,BL-STG-001,DECISION_LED,MAPPED,vLCM image management for rolling/live-patch strategies on HCI/disaggregated storage.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-VSAN-REQD-CFG-014,VSAN,Hardware Compatibility List,Required,"hldStorageTopology IN [HCI,DISAGGREGATED]",Validate that hardware components used for vSAN deployments are on the vSAN HCL.,Prevents performance issues and ensures supportability by Broadcom.,DEC-STG-001; DEC-STG-002; DEC-LCM-001,BL-STG-001,DECISION_LED,MAPPED,Applies when storage topology is HCI or Disaggregated vSAN (not EXTERNAL).,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/storage-models-9-x.html,prefix:VCF-VSAN-
VCF-LIC-REQD-CFG-001,LIC,VCF Licensing Model,Required,ALWAYS,"Select and document the VCF licensing edition/subscription model (e.g., VCF Standard/Advanced/Enterprise, or per-core subscription) covering the management domain and all workload domains.","Licensing edition determines which features are available (e.g., NSX Advanced Load Balancer, VKS, Live Recovery); design assumptions can't be finalized until this is confirmed.",DEC-COST-001,BL-GOV-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-COST-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/license-server-detailed-design.html,prefix:VCF-LIC-
VCF-LIC-RCMD-CFG-002,LIC,License Compliance Tracking,Recommended,ALWAYS,Establish a process or tool for tracking license consumption against entitlement across the VCF fleet.,Prevents entitlement overage and supports renewal/true-up planning.,DEC-COST-001,BL-GOV-001,BASELINE,MAPPED,Inherited BL-GOV-001 control; retained without presenting it as a questionnaire branch.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/license-server-detailed-design.html,prefix:VCF-LIC-
VCF-FLEET-REQD-CFG-001,FLEET,VCF Fleet Boundary Definition,Required,ALWAYS,"Document the criteria used to determine single vs. multiple VCF Fleets: physical location/latency, environment or compliance separation, scale limits, business organization, and availability requirements.",VCF Fleets are fully independent from a management and operational perspective with no shared components; getting the boundary wrong is costly to unwind later.,DEC-FLEET-001; DEC-FLEET-002,BL-ARCH-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-FLEET-001, DEC-FLEET-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/vmware-cloud-foundation-concepts/vcf-fleet-sizing-models-9-x.html,prefix:VCF-FLEET-
